record number,reference number,literature type,reference,one sentence summary,score,country,region1,region2,site,habitat,habitat1,habitat2,habitat3,habitat4,lon (decimal degrees),lat (decimal degrees),start year,end year,number of sites / study plots,site description,site detail,number of subsites,subsite detail,type of study,species,assemblage,agri-environment,basic agri-environment,targeted agri-environment (wader-specific or higher level),site protection - nature reserve,site protection - designation,mowing,grazing,fertilizer,herbicides / pesticides,nest protection - agricultural activities,nest protection - predation (enclosures or exclosures),ground water management (drainage inhibited),wet features / surface water management,openness of landscape,predator control,other mgmt,other management type (provide description),management notes,overall metric,standardized metric,standardisation calculation,specific metric,specific metric details,reference metric before management,metric after management,log(effect size),effect size (where reported),stand. reference metric before management,stand. metric after management,stand. effect size,unit of analysis,unit of analysis detail,sample size,analysis type 1,analysis type 2,analysis type details,significant effect (Y/N /U),direction of effect (positive / negative / none),values obtained from plot?,values in plots not extracted,related records,comments
5,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,lapwing,Y,applied site scale,,,applied site scale,,,,,,,,,,,,,improved grassland (markbehandlet),,abundance,number of pairs/100ha,,breeding pair densities/100ha,,9.50,5.00,,-0.47,9.50,5.00,-0.47,field/plot/site,fields,large (100-1000),frequentist,,,N,negative,,,,"AES evaluated, full BACI, on improved grassland (markbehandlet)"
6,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,black-tailed godwit,Y,applied site scale,,,applied site scale,,,,,,,,,,,,,non-improved grassland (ikke markbehandlet),,abundance,number of pairs/100ha,,breeding pair densities/100ha,,6.00,9.00,,0.50,6.00,9.00,0.50,field/plot/site,fields,large (100-1000),frequentist,,,N,positive,,,,"AES evaluated, full BACI, on non-improved grassland (ikke markbehandlet)"
7,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,black-tailed godwit,Y,applied site scale,,,applied site scale,,,,,,,,,,,,,improved grassland (markbehandlet),,abundance,number of pairs/100ha,,breeding pair densities/100ha,,2.50,1.00,,-0.60,2.50,1.00,-0.60,field/plot/site,fields,large (100-1000),frequentist,,,N,negative,,,,"AES evaluated, full BACI, on improved grassland (markbehandlet)"
8,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,black-tailed godwit,Y,applied site scale,,,applied site scale,,,,,,,,,,,,,non-improved grassland (ikke markbehandlet),,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,11.00,20.00,,0.82,0.11,0.20,0.82,field/plot/site,fields,large (100-1000),frequentist,,,Y,positive,,,,"AES evaluated, full BACI, on non-improved grassland (ikke markbehandlet)"
9,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,black-tailed godwit,Y,applied site scale,,,applied site scale,,,,,,,,,,,,,improved grassland (markbehandlet),,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,5.00,2.00,,-0.60,0.05,0.02,-0.60,field/plot/site,fields,large (100-1000),frequentist,,,N,negative,,,,"AES evaluated, full BACI, on improved grassland (markbehandlet)"
10,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,redshank,Y,applied site scale,,,applied site scale,,,,,,,,,,,,,non-improved grassland (ikke markbehandlet),,abundance,number of pairs/100ha,,breeding pair densities/100ha,,3.20,7.20,,1.25,3.20,7.20,1.25,field/plot/site,fields,large (100-1000),frequentist,,,N,positive,,,,"AES evaluated, full BACI, on non-improved grassland (ikke markbehandlet)"
11,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,redshank,Y,applied site scale,,,applied site scale,,,,,,,,,,,,,improved grassland (markbehandlet),,abundance,number of pairs/100ha,,breeding pair densities/100ha,,0.80,1.60,,1.00,0.80,1.60,1.00,field/plot/site,fields,large (100-1000),frequentist,,,N,positive,,,,"AES evaluated, full BACI, on improved grassland (markbehandlet)"
12,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,lapwing,Y,,,,,,,restricted site scale,,,,,,,,,,only winter grazing,,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,34.00,46.00,,0.35,0.34,0.46,0.35,field/plot/site,fields,,frequentist,,,Y,positive,,,,winter grazing compared to no grazing in winter and spring
13,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,lapwing,Y,,,,,,,restricted site scale,,,,,,,,,,(winter and) spring grazing ,,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,34.00,25.00,,-0.26,0.34,0.25,-0.26,field/plot/site,fields,,frequentist,,,N,negative,,,,both winter and spring grazing and only spring grazing compared to no grazing in winter and spring
14,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,black-tailed godwit,Y,,,,,,,restricted site scale,,,,,,,,,,only winter grazing,,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,22.00,24.00,,0.09,0.22,0.24,0.09,field/plot/site,fields,,frequentist,,,N,positive,,,,winter grazing compared to no grazing in winter and spring
15,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,black-tailed godwit,Y,,,,,,,restricted site scale,,,,,,,,,,(winter and) spring grazing ,,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,22.00,9.00,,-0.59,0.22,0.09,-0.59,field/plot/site,fields,,frequentist,,,Y,negative,,,,both winter and spring grazing and only spring grazing compared to no grazing in winter and spring
16,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,redshank,Y,,,,,,,restricted site scale,,,,,,,,,,only winter grazing,,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,17.00,19.00,,0.12,0.17,0.19,0.12,field/plot/site,fields,,frequentist,,,N,positive,,,,winter grazing compared to no grazing in winter and spring
17,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,redshank,Y,,,,,,,restricted site scale,,,,,,,,,,(winter and) spring grazing ,,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,17.00,14.00,,-0.18,0.17,0.14,-0.18,field/plot/site,fields,,frequentist,,,N,negative,,,,both winter and spring grazing and only spring grazing compared to no grazing in winter and spring
18,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,oystercatcher,Y,,,,,,,restricted site scale,,,,,,,,,,only winter grazing,,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,10.00,11.00,,0.10,0.10,0.11,0.10,field/plot/site,fields,,frequentist,,,N,positive,,,,winter grazing compared to no grazing in winter and spring
19,69,grey,"Clausen, P. & J. Kahlert, 2010. YNGLEFUGLE I TØNDERMARSKEN OG MARGRETHE KOG 1975-2009. En analyse af udviklingen i fuglenes antal og fordeling med anbefalinger til forvaltningstiltag. Faglig rapport fra DMU nr. 778",effects of management and predators on wader populations in Tondermarsken & Magrete kog.,medium,Denmark,south west Denmark,,Tondermarsken & Magrete Kog,unenclosed,natural/semi-natural grassland,"lowland wet grassland, wet coastal meadow",,,8.7,54.9,2001,2010,1,,small (0-10 kmsq),,,semi-experimental,oystercatcher,Y,,,,,,,restricted site scale,,,,,,,,,,(winter and) spring grazing ,,occupancy,occurrence/occupancy probability,percentage to proportion,occupancy probability (%),,10.00,22.00,,1.20,0.10,0.22,1.20,field/plot/site,fields,,frequentist,univariate,,Y,positive,,,,both winter and spring grazing and only spring grazing compared to no grazing in winter and spring
1,70,grey,"Schifferli, L. , R. Spaar & A. Koller. 2006. Fence and plough for Lapwings: Nest protection to improve nest and chick survival in Swiss farmland. Osnabrücker Naturwissenschaftliche Mitteilungen 32 S 123-129",nest success of lapwing nests within and outside fences is evaluated.,poor,Switzerland,Canton Lucerne,,Plain of Wauwil,mixed arable/pastoral,farmland,,,,8,47.1,2004,2006,1,,small (0-10 kmsq),,,semi-experimental,lapwing,N,,,,,,,,,,applied site scale,,,,,,,"nest protection from agricultural activities, as well as fence around fields with nests against predators",,productivity (nest level),nest survival (Mayfield),"converted using correction factor of Hötker, 2010, WSGB 117(1):59-68",classical nest success,classical,39.00,95.00,,1.44,0.24,0.92,2.82,individual,,medium (30-100),frequentist,univariate,Chi-squared,Y,positive,,,,
2,70,grey,"Schifferli, L. , R. Spaar & A. Koller. 2006. Fence and plough for Lapwings: Nest protection to improve nest and chick survival in Swiss farmland. Osnabrücker Naturwissenschaftliche Mitteilungen 32 S 123-129",nest success of lapwing nests within and outside fences is evaluated.,poor,Switzerland,Canton Lucerne,,Plain of Wauwil,mixed arable/pastoral,farmland,,,,8,47.1,2004,2006,1,,small (0-10 kmsq),,,semi-experimental,lapwing,N,,,,,,,,,,applied site scale,,,,,,,"nest protection from agricultural activities, as well as fence around fields with nests against predators",,productivity (chick level),chick survival,"survival from predation, calculated by 1-mortality and converted from % to proportion/rate",predation rate at night (%),,71.00,2.00,,-0.97,0.29,0.98,2.38,individual,,medium (30-100),frequentist,univariate,Chi-squared,Y,positive,,,,predation rate instead of chick survival was tested.
1,71,grey,"Kentie, R., Hooijmeijer, J.C.E.W., Both, C. & Piersma, T. 2011. Grutto's in ruimte en tijd 2007-2010, eindrapport","influence of reproduction, mortality, dispersion of subpopulations on dynamics of a meta-population",medium,Netherlands,Fryslan,western part,,mixed pastoral/unenclosed,farmland,"lowland wet grassland, lowland grassland",,,5.4,52.9,2007,2010,1,,medium (10-100 kmsq),8,,correlative,black-tailed godwit,Y,applied site scale,applied site scale,applied site scale,applied site scale,,,,,,,,,,,,,,,productivity (nest level),nest survival (Mayfield),percentage to proportion,nest survival,Mayfield,32.00,54.00,,0.69,0.32,0.54,0.69,individual,,very large (> 10000),model selection,univariate,logistic regression,U,positive,,,32,
2,71,grey,"Kentie, R., Hooijmeijer, J.C.E.W., Both, C. & Piersma, T. 2011. Grutto's in ruimte en tijd 2007-2010, eindrapport","influence of reproduction, mortality, dispersion of subpopulations on dynamics of a meta-population",medium,Netherlands,Fryslan,western part,,mixed pastoral/unenclosed,farmland,"lowland wet grassland, lowland grassland",,,5.4,52.9,2007,2010,1,,medium (10-100 kmsq),8,,correlative,black-tailed godwit,Y,applied site scale,applied site scale,applied site scale,applied site scale,,,,,,,,,,,,,,,recruitment,,,return rate,% resighted of birds ringed as nestlings,0.40,4.30,,9.75,,,,individual,individual,large (100-1000),frequentist,univariate,Chi-squared,Y,positive,,,32,
1,72,grey,"Teunissen, W.A. & Willems, F. 2004. Bescherming van weidevogels",effects of measures to protect nests and young of meadow birds,medium,Netherlands,,,,pastoral,farmland,"lowland grassland, improved grassland",,,5.3,52.5,1996,2002,12,,small (0-10 kmsq),24,,semi-experimental,black-tailed godwit,Y,,,,,,,,,,applied site scale,,,,,,,nest protection from agricultural activities,,abundance change,multiplicative yearly slope,yearly slope calculated by ^(1/5),trend,multiplicative slope in 5 years,0.90,1.26,,0.40,0.98,1.05,0.07,field/plot/site,sites,small (< 30),frequentist,univariate,TRIM,N,positive,,,,
