reference	record	lit.type	score	country	region1	habitat	habitat1	habitat2	start.year	end.year	study.type	species	assemblage	AE	basic.AE	higher.AE	reserve	designation	mowing	grazing	fertilizer	pesticide	nest.protect.ag	nest.protect.predation	groundwater.drainage	surface.water	predator.control	other.mgmt	mgmt.notes	overall.metric	specific.metric	metric.before	metric.after	stan.metric	stan.calc	stan.metric.before	stan.metric.after	stan.effect.size	n.before	n.after	var.before	var.after	var.type	sig	effect.dir	analysis.unit	sample.size	analysis1	analysis2	analysis3	values.from.plot	fertpest	water	nest.protect	reserve.desig	AE.level	study.length	metric	success	failure	outcome
68	5	grey	poor	United Kingdom	Northern Ireland	mixed pastoral/unenclosed			1986	2000	correlative	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	population trend	NA	NA			NA	NA							N	negative	field/plot/site	small	frequentist	univariate	TRIM		none	none	none	none	basic	15	abundance	0	0	0
68	6	grey	poor	United Kingdom	Northern Ireland	mixed pastoral/unenclosed			1986	2000	correlative	snipe	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	population trend	NA	NA			NA	NA							N	negative	field/plot/site	small	frequentist	univariate	TRIM		none	none	none	none	basic	15	abundance	0	0	0
68	7	grey	poor	United Kingdom	Northern Ireland	mixed pastoral/unenclosed			1986	2000	correlative	curlew	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	population trend	NA	NA			NA	NA							N	none	field/plot/site	small	frequentist	univariate	TRIM		none	none	none	none	basic	15	abundance	0	0	0
68	8	grey	poor	United Kingdom	Northern Ireland	mixed pastoral/unenclosed			1986	2000	correlative	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	population trend	NA	NA			NA	NA							N	none	field/plot/site	small	frequentist	univariate	TRIM		none	none	none	none	basic	15	abundance	0	0	0
69	1	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	applied	applied	none	none		abundance	breeding pair densities/100ha	4.3	11	number of pairs/100ha		4.3	11	1.56						Y	positive	field/plot/site	large	frequentist				none	applied	none	none	none	10	abundance	1	0	1
69	2	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	black-tailed godwit	Y	none	none	none	none	none	none	none	none	none	none	none	applied	applied	none	none		abundance	breeding pair densities/100ha	2.23	6.48	number of pairs/100ha		2.23	6.48	1.90						Y	positive	field/plot/site	large	frequentist				none	applied	none	none	none	10	abundance	1	0	1
69	3	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	redshank	Y	none	none	none	none	none	none	none	none	none	none	none	applied	applied	none	none		abundance	breeding pair densities/100ha	2.2	8.1	number of pairs/100ha		2.2	8.1	2.68						Y	positive	field/plot/site	large	frequentist				none	applied	none	none	none	10	abundance	1	0	1
69	4	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	lapwing	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	7	16	number of pairs/100ha		7	16	1.29						Y	positive	field/plot/site	large	frequentist				none	none	none	applied	basic	10	abundance	1	0	1
69	5	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	lapwing	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	9.5	5	number of pairs/100ha		9.5	5	-0.47						N	negative	field/plot/site	large	frequentist				none	none	none	applied	basic	10	abundance	0	0	0
69	6	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	black-tailed godwit	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	6	9	number of pairs/100ha		6	9	0.50						N	positive	field/plot/site	large	frequentist				none	none	none	applied	basic	10	abundance	0	0	0
69	7	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	black-tailed godwit	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	2.5	1	number of pairs/100ha		2.5	1	-0.60						N	negative	field/plot/site	large	frequentist				none	none	none	applied	basic	10	abundance	0	0	0
69	8	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	black-tailed godwit	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	11	20	occurrence/occupancy probability	percentage to proportion	0.11	0.2	0.82						Y	positive	field/plot/site	large	frequentist				none	none	none	applied	basic	10	occupancy	1	0	1
69	9	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	black-tailed godwit	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	5	2	occurrence/occupancy probability	percentage to proportion	0.05	0.02	-0.60						N	negative	field/plot/site	large	frequentist				none	none	none	applied	basic	10	occupancy	0	0	0
69	10	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	redshank	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	3.2	7.2	number of pairs/100ha		3.2	7.2	1.25						N	positive	field/plot/site	large	frequentist				none	none	none	applied	basic	10	abundance	0	0	0
69	11	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	redshank	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding pair densities/100ha	0.8	1.6	number of pairs/100ha		0.8	1.6	1.00						N	positive	field/plot/site	large	frequentist				none	none	none	applied	basic	10	abundance	0	0	0
69	12	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	lapwing	Y	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	34	46	occurrence/occupancy probability	percentage to proportion	0.34	0.46	0.35						Y	positive	field/plot/site	large	frequentist				none	none	none	none	none	10	occupancy	1	0	1
69	13	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	lapwing	Y	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	34	25	occurrence/occupancy probability	percentage to proportion	0.34	0.25	-0.26						N	negative	field/plot/site	large	frequentist				none	none	none	none	none	10	occupancy	0	0	0
69	14	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	black-tailed godwit	Y	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	22	24	occurrence/occupancy probability	percentage to proportion	0.22	0.24	0.09						N	positive	field/plot/site	large	frequentist				none	none	none	none	none	10	occupancy	0	0	0
69	15	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	black-tailed godwit	Y	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	22	9	occurrence/occupancy probability	percentage to proportion	0.22	0.09	-0.59						Y	negative	field/plot/site	large	frequentist				none	none	none	none	none	10	occupancy	0	1	-1
69	16	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	redshank	Y	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	17	19	occurrence/occupancy probability	percentage to proportion	0.17	0.19	0.12						N	positive	field/plot/site	large	frequentist				none	none	none	none	none	10	occupancy	0	0	0
69	17	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	redshank	Y	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	17	14	occurrence/occupancy probability	percentage to proportion	0.17	0.14	-0.18						N	negative	field/plot/site	large	frequentist				none	none	none	none	none	10	occupancy	0	0	0
69	18	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	oystercatcher	Y	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	10	11	occurrence/occupancy probability	percentage to proportion	0.1	0.11	0.10						N	positive	field/plot/site	large	frequentist				none	none	none	none	none	10	occupancy	0	0	0
69	19	grey	medium	Denmark	south west Denmark	unenclosed	natural/semi-natural grassland	lowland wet grassland, wet coastal meadow	2001	2010	semi-experimental	oystercatcher	Y	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		occupancy	occupancy probability (%)	10	22	occurrence/occupancy probability	percentage to proportion	0.1	0.22	1.20						Y	positive	field/plot/site	large	frequentist	univariate			none	none	none	none	none	10	occupancy	1	0	1
70	1	grey	poor	Switzerland	Canton Lucerne	mixed arable/pastoral	farmland		2004	2006	semi-experimental	lapwing	N	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		productivity (nest level)	classical nest success	39	95	nest survival (Mayfield)	converted using correction factor of Hštker, 2010, WSGB 117(1):59-68	0.24	0.92	2.82						Y	positive	individual	medium	frequentist	univariate	Chi-squared		none	none	applied	none	none	3	productivity	1	0	1
70	2	grey	poor	Switzerland	Canton Lucerne	mixed arable/pastoral	farmland		2004	2006	semi-experimental	lapwing	N	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		productivity (chick level)	predation rate at night (%)	71	2	chick survival	survival from predation, calculated by 1-mortality and converted from % to proportion/rate	0.29	0.98	2.38						Y	positive	individual	medium	frequentist	univariate	Chi-squared		none	none	applied	none	none	3	productivity	1	0	1
71	1	grey	medium	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland wet grassland, lowland grassland	2007	2010	correlative	black-tailed godwit	Y	applied	applied	applied	applied	none	none	none	none	none	none	none	none	none	none	none		productivity (nest level)	nest survival	32	54	nest survival (Mayfield)	percentage to proportion	0.32	0.54	0.69						U	positive	individual	large	model selection	univariate	logistic regression		none	none	none	applied	higher	4	productivity	0	0	0
71	2	grey	medium	Netherlands	Fryslan	mixed pastoral/unenclosed	farmland	lowland wet grassland, lowland grassland	2007	2010	correlative	black-tailed godwit	Y	applied	applied	applied	applied	none	none	none	none	none	none	none	none	none	none	none		recruitment	return rate	0.4	4.3			NA	NA							Y	positive	individual	large	frequentist	univariate	Chi-squared		none	none	none	applied	higher	4	recruitment	1	0	1
72	1	grey	medium	Netherlands		pastoral	farmland	lowland grassland, improved grassland	1996	2002	semi-experimental	black-tailed godwit	Y	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance change	trend	0.9	1.26	multiplicative yearly slope	yearly slope calculated by ^(1/5)	0.98	1.05	0.07						N	positive	field/plot/site	small	frequentist	univariate	TRIM		none	none	applied	none	none	7	abundance	0	0	0
72	2	grey	medium	Netherlands		pastoral	farmland	lowland grassland, improved grassland	1996	2002	semi-experimental	lapwing	Y	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance change	trend	0.8	1.2	multiplicative yearly slope	yearly slope calculated by ^(1/5)	0.96	1.04	0.08						N	positive	field/plot/site	small	frequentist	univariate	TRIM		none	none	applied	none	none	7	abundance	0	0	0
72	3	grey	medium	Netherlands		pastoral	farmland	lowland grassland, improved grassland	1996	2002	semi-experimental	redshank	Y	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance change	trend	0.9	1.5	multiplicative yearly slope	yearly slope calculated by ^(1/5)	0.98	1.08	0.11						Y	positive	field/plot/site	small	frequentist	univariate	TRIM		none	none	applied	none	none	7	abundance	1	0	1
72	4	grey	medium	Netherlands		pastoral	farmland	lowland grassland, improved grassland	1996	2002	semi-experimental	oystercatcher	Y	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance change	trend	0.74	1	multiplicative yearly slope	yearly slope calculated by ^(1/5)	0.94	1	0.06						Y	positive	field/plot/site	small	frequentist	univariate	TRIM		none	none	applied	none	none	7	abundance	1	0	1
72	5	grey	medium	Netherlands		pastoral	farmland	lowland grassland, improved grassland	1996	2002	semi-experimental	snipe	Y	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance change	trend	NA	NA			NA	NA							Y	positive	field/plot/site	small	frequentist	univariate	TRIM		none	none	applied	none	none	7	abundance	1	0	1
72	6	grey	medium	Netherlands		pastoral	farmland	lowland grassland, improved grassland	1996	2002	semi-experimental	black-tailed godwit	Y	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		occupancy	probability of occurrence %	91	98.8	occurrence/occupancy probability	percentage to proportion	0.91	0.99	0.09						N	positive	field/plot/site	small	frequentist	univariate	logistic regression		none	none	applied	none	none	7	occupancy	0	0	0
72	7	grey	medium	Netherlands		pastoral	farmland	lowland grassland, improved grassland	1996	2002	semi-experimental	lapwing	Y	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		occupancy	probability of occurrence %	100	98.8	occurrence/occupancy probability	percentage to proportion	1	0.99	-0.01						N	negative	field/plot/site	small	frequentist	univariate	logistic regression		none	none	applied	none	none	7	occupancy	0	0	0
